config,cv_pct,mean_map
L19-Triplet (P1),1.0364663217661148,0.50656
L23-Triplet (P1),3.2315266316153153,0.51227
L27-Triplet (P1),2.6997389767953757,0.4824466666666667
L27-CA (P1),0.998989495754409,0.50115
